year_of_incident,watch,type_of_incident,type_location,type_of_property,incident_address,reporting_area,beat,division,council_district,date1_of_occurrence,year1_of_occurrence,month1_of_occurence,day1_of_the_week,time1_of_occurrence,day1_of_the_year,date2_of_occurrence,year2_of_occurrence,month2_of_occurence,day2_of_the_week,time2_of_occurrence,day2_of_the_year,date_of_report,date_incident_created,offense_entered_year,offense_entered_month,offense_entered_day_of_the_week,offense_entered_time,offense_entered_date_time,call_received_date_time,call_date_time,call_cleared_date_time,call_dispatch_date_time,person_involvement_type,victim_type,victim_race,victim_ethnicity,victim_gender,element_number_assigned,investigating_unit_1,investigating_unit_2,offense_status,ucr_disposition,modus_operandi_mo,family_offense,hate_crime,hate_crime_description,weapon_used,gang_related_offense,drug_related_istevencident,criminal_justice_information_service_code,penal_code,ucr_offense_name,ucr_offense_description,ucr_code,offense_type,nibrs_crime,nibrs_crime_category,nibrs_crime_against,nibrs_code,nibrs_group,nibrs_type,update_date,x_coordinate,y_cordinate,zip_code,city,state,location1
2022,3,DWI W/OPEN CONTAINER,"Highway, Street, Alley ETC",N/A,2900 N BECKLEY AVE,4063,424,SOUTHWEST,D6,2022-04-03T00:00:00Z,2022,April,Sun,22:55:00,93,2022-04-03T00:00:00Z,2022,April,Sun,23:00:00,93,2022-04-03T23:05:00Z,2022-04-03T23:25:49Z,2022,April,Sun,23:25:00,93,2022-04-03T23:05:40Z,2022-04-03T23:05:40Z,2022-04-04T05:01:26Z,2022-04-03T23:15:30Z,Victim,Government,NA,NA,NA,T214,NA,NA,Clear by Arrest,CBA (Over Age 17),SUSP DROVE A VEHICLE WHILE INTOXICATED,FALSE,NA,None,NA,NA,No,54040012,PC 49.04(c),NA,NA,NA,NA,DUI,DRIVING UNDER THE INFLUENCE,SOCIETY,90D,B,90D - No Coded,2022-04-04T04:45:16Z,2483273.42391,6970106.34752,75212,DALLAS,TX,"2900 N BECKLEY AVE
DALLAS, TX 75212
(32.77763, -96.824698)"
2017,1,ABANDONED PROPERTY (NO OFFENSE),Outdoor Area Public/Private,N/A,7744 ALPHA RD,1020,635,NORTH CENTRAL,D11,2017-10-31T00:00:00Z,2017,October,Tue,03:10:00,304,2017-10-31T00:00:00Z,2017,October,Tue,03:10:00,304,2017-10-31T03:11:00Z,2017-10-31T03:55:51Z,2017,October,Tue,03:55:00,304,2017-10-31T03:11:52Z,2017-10-31T03:11:52Z,2017-10-31T04:50:02Z,2017-10-31T03:11:52Z,Victim,Government,NA,NA,NA,A653,Investigations,Special Investigations / Auto Theft,Suspended,Suspended,ABANDONED VEHICLE ON PUBLIC ROADWAY,FALSE,NA,None,Other,No,No,99999999,No Violation,FOUND,FOUND PROPERTY,4300,NOT CODED,MISCELLANEOUS,MISCELLANEOUS,MISCELLANEOUS,999,C,999 - No Coded,2017-10-31T10:55:55Z,2498392.75358386,7024979.35785243,75240,DALLAS,TX,"7744 ALPHA RD
DALLAS, TX 75240
(32.928196, -96.772768)"
2014,3,"CRIM MISCHIEF > OR EQUAL $500 BUT < $1,500",Apartment Complex/Building,N/A,10912 LAKE GARDENS DR APT B,1113,232,NORTHEAST,D9,2014-11-11T00:00:00Z,2014,November,Tue,16:28:00,315,2014-11-11T00:00:00Z,2014,November,Tue,16:28:00,315,2014-11-11T16:40:00Z,2014-11-11T16:42:06Z,2014,November,Tue,16:42:00,315,2014-11-11T16:25:12Z,2014-11-11T16:25:11Z,2014-11-11T17:16:27Z,2014-11-11T16:29:56Z,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Female,F228,Investigations,Property Crime Division / NE Property Crimes,Clear by Exceptional Arrest,CBEA (Over Age 17),SUSP DAMAGED COMP'S PROP,FALSE,NA,None,Personal Weapons (Hands-Feet ETC),No,No,29990002,PC 28.03(b)(3),VANDALISM & CRIM MISCHIEF,CRIMINAL MISCHIEF/VANDALISM,1400,PART2,NA,NA,NA,NA,NA,NA,2014-12-11T14:23:33Z,2524822.43103936,6996049.0541646,75218,DALLAS,TX,"10912 LAKE GARDENS DR APT B
DALLAS, TX 75218
(32.847393, -96.688709)"
2019,1,"NATURAL DEATH (NO OFFENSE)",Single Family Residence - Occupied,N/A,4419 ALAMOSA DR,4316,454,SOUTHWEST,D3,2019-11-26T00:00:00Z,2019,November,Tue,06:40:00,330,2019-11-26T00:00:00Z,2019,November,Tue,06:41:00,330,2019-11-26T06:46:00Z,2019-11-26T08:22:43Z,2019,November,Tue,08:22:00,330,2019-11-26T06:46:29Z,2019-11-26T06:46:28Z,2019-11-26T09:36:42Z,2019-11-26T08:01:22Z,Victim,Individual,Black,Non-Hispanic or Latino,Female,B426,Investigations,Capers / Homicide,Closed/Cleared,Closed,"NATURAL DEATH",FALSE,NA,None,NA,NA,No,99999999,No Offense,NA,NA,NA,NA,MISCELLANEOUS,MISCELLANEOUS,MISCELLANEOUS,999,C,999 - No Coded,2020-03-03T10:05:39Z,2474657.19967711,6937949.73598027,75232,DALLAS,TX,"4419 ALAMOSA DR
DALLAS, TX 75232
(32.690063, -96.854335)"
2020,2,CRIMINAL TRESPASS WARNING,Retail Store,N/A,1437 E KIEST BLVD,4246,722,SOUTH CENTRAL,D4,2020-03-07T00:00:00Z,2020,March,Sat,14:50:00,67,2020-03-07T00:00:00Z,2020,March,Sat,15:00:00,67,2020-03-07T15:00:00Z,2020-03-07T15:13:27Z,2020,March,Sat,15:13:00,67,2020-03-07T14:50:26Z,2020-03-07T14:50:25Z,2020-03-07T16:01:48Z,2020-03-07T14:56:05Z,Victim,Business,NA,NA,NA,D725,NA,NA,Suspended,Suspended,"CRIMINAL TRESPASS WARNING, NO OFFENSE.",FALSE,NA,None,NA,NA,No,99999999,No Offense,NA,NA,NA,NA,MISCELLANEOUS,MISCELLANEOUS,MISCELLANEOUS,999,C,999 - No Coded,2020-03-08T20:19:35Z,2490509.70931061,6944854.08306393,75216,DALLAS,TX,"1437 E KIEST BLVD
DALLAS, TX 75216
(32.708013, -96.803111)"
2018,1,BMV,Apartment Complex/Building,Motor Vehicle,14350 DALLAS PKWY,1008,631,NORTH CENTRAL,D11,2018-06-22T00:00:00Z,2018,June,Fri,21:00:00,173,2018-06-23T00:00:00Z,2018,June,Sat,04:20:00,174,2018-06-23T07:04:00Z,2018-06-23T06:00:37Z,2018,June,Sat,06:00:00,174,2018-06-23T04:14:37Z,2018-06-23T04:14:37Z,2018-06-23T15:42:40Z,2018-06-23T04:14:37Z,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Male,A625,Investigations,Property Crime Division / NC Property Crimes,Suspended,Suspended,SUSPS ENTERED COMP'S CAR AND ATTEMPTED TO TAKE PROP W/O CONSENT,FALSE,NA,None,NA,NA,UNK,22990004,PC 30.04(a),THEFT/BMV,THEFT,640,PART1,THEFT FROM MOTOR VEHICLE,LARCENY/ THEFT OFFENSES,PROPERTY,23F,A,Coded,2018-10-17T12:55:17Z,2483725.54440127,7030583.5717096,75254,DALLAS,TX,"14350 DALLAS PKWY
DALLAS, TX 75254
(32.943781, -96.822152)"
2016,3,INJURED PERSON- PUBLIC PROPERTY (OTHER THAN FIREARM) (NO OFFENSE),Outdoor Area Public/Private,N/A,1500 N FITZHUGH AVE,1182,145,CENTRAL,D2,2016-08-09T00:00:00Z,2016,August,Tue,17:30:00,222,2016-08-09T00:00:00Z,2016,August,Tue,17:30:00,222,2016-08-09T17:30:00Z,2016-08-09T18:13:01Z,2016,August,Tue,18:13:00,222,2016-08-09T17:26:17Z,2016-08-09T17:26:16Z,2016-08-09T18:43:04Z,2016-08-09T17:27:41Z,Victim,Individual,Hispanic or Latino,Non-Hispanic or Latino,Male,F153,NA,NA,Suspended,Suspended,INJURED PERSON,FALSE,NA,None,Other,No,No,99999999,UCR,INJURED PUBLIC,ACCIDENTAL INJURY,3300,NOT CODED,NA,NA,NA,NA,NA,NA,2016-08-16T10:38:04Z,2498664.80848594,6980011.71747294,75204,DALLAS,TX,"1500 N FITZHUGH AVE
DALLAS, TX 75204
(32.804899, -96.77484)"
2016,1,BMV,Parking Lot (Apartment),Motor Vehicle,2615 REAGAN ST,3119,545,NORTHWEST,D2,2016-06-07T00:00:00Z,2016,June,Tue,19:00:00,159,2016-06-08T00:00:00Z,2016,June,Wed,07:57:00,160,2016-06-08T07:58:00Z,2016-06-08T09:08:03Z,2016,June,Wed,09:08:00,160,2016-06-08T07:58:31Z,2016-06-08T07:58:31Z,2016-06-08T10:23:59Z,2016-06-08T08:49:09Z,Victim,Individual,Black,Non-Hispanic or Latino,Female,B534,Investigations,Property Crime Division / NW Property Crimes,Suspended,Suspended,UNK SUSP ENTERED COMP'S VEH WITHOUT CONSENT AND TOOK PROPERTY,FALSE,NA,None,Other,No,No,22990004,PC 30.04(a),THEFT/BMV,THEFT,640,PART1,NA,NA,NA,NA,NA,NA,2016-06-30T14:02:48Z,2486217.55778994,6980595.08211985,75219,DALLAS,TX,"2615 REAGAN ST
DALLAS, TX 75219
(32.806698, -96.814815)"
2019,1,"THEFT OF PROP > OR EQUAL $2,500 <$30K (NOT SHOPLIFT) PC31.03(e4A)",Apartment Complex/Building,N/A,3910 POLLY ST,2149,313,SOUTHEAST,D7,2019-09-09T00:00:00Z,2019,September,Mon,16:00:00,252,2019-09-10T00:00:00Z,2019,September,Tue,13:00:00,253,2019-09-10T14:00:00Z,2019-09-10T13:53:10Z,2019,September,Tue,13:53:00,253,2019-09-10T13:17:17Z,2019-09-10T13:17:17Z,2019-09-10T14:47:11Z,2019-09-10T13:46:21Z,Victim,Individual,White,Non-Hispanic or Latino,Female,B334,NA,NA,Suspended,Suspended,UNK SUSP REMOVED THE COMP'S PROPERTY FROM HER PORCH.,FALSE,NA,None,NA,NA,No,23990194,PC 31.03(e)(4)(A),NA,NA,NA,NA,ALL OTHER LARCENY,LARCENY/ THEFT OFFENSES,PROPERTY,23H,A,Coded,2019-09-17T14:27:39Z,2509513.63062027,6965272.21447168,75210,DALLAS,TX,"3910 POLLY ST
DALLAS, TX 75210
(32.763706, -96.740013)"
2022,2,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,"Highway, Street, Alley ETC",N/A,1250 MOULIN ROUGE DR,4079,416,SOUTHWEST,D1,2022-07-20T00:00:00Z,2022,July,Wed,15:00:00,201,2022-07-22T00:00:00Z,2022,July,Fri,05:00:00,203,2022-07-22T16:57:00Z,2022-07-22T18:27:48Z,2022,July,Fri,18:27:00,203,2022-07-22T16:57:44Z,2022-07-22T16:57:44Z,2022-07-22T20:14:44Z,2022-07-22T18:21:09Z,Registered Owner,Individual,NA,NA,NA,C436,Investigations,Special Investigations / Auto Theft,Suspended,Suspended,SUSP TOOK COMP'S VEHICLE WITHOUT CONSENT,FALSE,NA,None,NA,NA,No,24110003,PC 31.07,NA,NA,NA,NA,UUMV,MOTOR VEHICLE THEFT,PROPERTY,240,A,Coded,2022-07-28T15:17:22Z,2469246.34206,6962417.6001,75211,DALLAS,TX,"1250 MOULIN ROUGE DR
DALLAS, TX 75211
(32.757529, -96.871405)"
2018,1,PUBLIC INTOXICATION,"Highway, Street, Alley ETC",N/A,4324 CARUTH BLVD,1093,524,NORTHWEST,D13,2018-10-23T00:00:00Z,2018,October,Tue,00:24:00,296,2018-10-23T00:00:00Z,2018,October,Tue,00:24:00,296,2018-10-23T01:05:00Z,2018-10-23T00:39:18Z,2018,October,Tue,00:39:00,296,2018-10-23T00:13:25Z,2018-10-23T00:13:25Z,2018-10-23T02:01:39Z,2018-10-23T00:17:20Z,Victim,Society/Public,NA,NA,NA,A524,NA,NA,Clear by Arrest,CBA (Over Age 17),PUBLIC INTOXICATION,FALSE,NA,None,NA,NA,No,99999999,PC 49.02,NA,NA,NA,NA,PUBLIC INTOXICATION,PUBLIC INTOXICATION,SOCIETY,90E,B,90E - No Coded,2018-10-23T01:43:11Z,2487429.77649412,6999684.4484686,75225,DALLAS,TX,"4324 CARUTH BLVD
DALLAS, TX 75225
(32.858884, -96.8099)"
2019,3,FOUND PROPERTY (NO OFFENSE),"Highway, Street, Alley ETC",N/A,8100 C F HAWN FWY,2210,337,SOUTHEAST,D5,2019-10-19T00:00:00Z,2019,October,Sat,21:30:00,292,2019-10-19T00:00:00Z,2019,October,Sat,21:31:00,292,2019-10-19T21:31:00Z,2019-10-19T23:10:06Z,2019,October,Sat,23:10:00,292,2019-10-19T21:31:24Z,2019-10-19T21:31:24Z,2019-10-20T00:54:29Z,2019-10-19T21:41:53Z,Victim,Society/Public,NA,NA,NA,C337,NA,NA,Suspended,Suspended,FOUND BAGGIE OF GREEN LEAFY SUBSTANCE,FALSE,NA,None,NA,NA,No,99999999,No Offense,NA,NA,NA,NA,MISCELLANEOUS,MISCELLANEOUS,MISCELLANEOUS,999,C,999 - No Coded,2021-11-02T10:11:02Z,2527308.76104045,6947212.79455385,75217,DALLAS,TX,"8100 C F HAWN FWY
DALLAS, TX 75217
(32.713265, -96.682794)"
2018,1,TRAF VIO -DUTY ON STRIKE FIX/HWY LANDSCAPE > OR EQUAL $200 TC 550.025(b)2,"Highway, Street, Alley ETC",N/A,200 EASTON RD,1098,248,NORTHEAST,D9,2018-06-23T00:00:00Z,2018,June,Sat,02:00:00,174,2018-06-23T00:00:00Z,2018,June,Sat,02:15:00,174,2018-06-23T02:16:00Z,2018-06-23T02:41:52Z,2018,June,Sat,02:41:00,174,2018-06-23T02:16:37Z,2018-06-23T02:16:37Z,2018-06-23T04:35:42Z,2018-06-23T02:22:28Z,Victim,Government,NA,NA,NA,E231,Strategic Deployment,Field Services / Vehicle Crimes Unit,Suspended,Suspended,UNK SUSP HITS SPEED LIMIT SIGN AND FLEES SEEN W/O LEAVING ID,FALSE,NA,None,NA,NA,No,54990008,TC 550.025(b)(2),ACCIDENT MV,MOTOR VEHICLE ACCIDENT,3200,PART2,TRAFFIC VIOLATION - HAZARDOUS,TRAFFIC VIOLATION - HAZARDOUS,"PERSON, PROPERTY, OR SOCIETY",999,C,999 - No Coded,2018-06-27T15:33:26Z,2518171.07655995,7000812.9501486,75218,DALLAS,TX,"200 EASTON RD
DALLAS, TX 75218
(32.860806, -96.709741)"
2019,1,BMV,Apartment Parking Lot,Parking Lot,2626 DUNCANVILLE RD,4202,434,SOUTHWEST,D3,2019-08-20T00:00:00Z,2019,August,Tue,17:00:00,232,2019-08-21T00:00:00Z,2019,August,Wed,08:00:00,233,2019-08-21T09:21:00Z,2019-08-21T11:17:16Z,2019,August,Wed,11:17:00,233,2019-08-21T09:21:25Z,2019-08-21T09:21:25Z,2019-08-21T11:59:24Z,2019-08-21T10:51:57Z,Victim,Individual,Black,Non-Hispanic or Latino,Male,B423,Investigations,Property Crime Division / SW Property Crimes,Suspended,Suspended,UNK SUSP ENTERED COMP'S VEHICLE AND TOOK STEREO.,FALSE,NA,None,NA,NA,No,22990004,PC 30.04(a),NA,NA,NA,NA,THEFT FROM MOTOR VEHICLE,LARCENY/ THEFT OFFENSES,PROPERTY,23F,A,Coded,2019-08-28T10:42:59Z,2457943.65502028,6947811.35962969,75211,DALLAS,TX,"2626 DUNCANVILLE RD
DALLAS, TX 75211
(32.716935, -96.908527)"
2016,3,ABANDONED PROPERTY (NO OFFENSE),"Highway, Street, Alley ETC",N/A,3300 EL BENITO DR,4040,423,SOUTHWEST,D6,2016-10-13T00:00:00Z,2016,October,Thu,16:18:00,287,2016-10-13T00:00:00Z,2016,October,Thu,16:18:00,287,2016-10-13T16:18:00Z,2016-10-13T16:15:32Z,2016,October,Thu,16:15:00,287,2016-10-13T16:14:42Z,2016-10-13T16:14:42Z,2016-10-13T19:36:22Z,2016-10-13T16:14:42Z,Victim,Government,NA,NA,NA,SF497,NA,NA,Suspended,Suspended,ABANDONED PROPERTY,FALSE,NA,None,Other,No,No,99999999,No Violation,FOUND,FOUND PROPERTY,4300,NOT CODED,NA,NA,NA,NA,NA,NA,2016-10-13T19:42:26Z,2477474.56543344,6971351.6409611,75212,DALLAS,TX,"3300 EL BENITO DR
DALLAS, TX 75212
(32.782223, -96.843834)"
2019,3,CRIM MISCHIEF > OR EQUAL $100 < $750,Apartment Parking Lot,N/A,7825 MCCALLUM BLVD,6009,623,NORTH CENTRAL,D12,2019-03-29T00:00:00Z,2019,March,Fri,00:00:00,88,2019-03-30T00:00:00Z,2019,March,Sat,15:00:00,89,2019-03-30T15:57:00Z,2019-03-30T15:51:48Z,2019,March,Sat,15:51:00,89,2019-03-30T14:50:39Z,2019-03-30T14:50:38Z,2019-03-30T16:18:40Z,2019-03-30T15:29:31Z,Victim,Individual,Middle Eastern,Non-Hispanic or Latino,Female,C622,Investigations,Property Crime Division / NC Property Crimes,Suspended,Suspended,COMP'S CAR WINDOW DAMAGED BY UNKNOWN SUSP/MEANS,FALSE,NA,None,NA,NA,No,29990042,PC 28.03(b)(2),NA,NA,NA,NA,DESTRUCTION/ DAMAGE/ VANDALISM OF PROPERTY,DESTRUCTION/ DAMAGE/ VANDALISM OF PROPERTY,PROPERTY,290,A,Coded,2019-04-03T15:35:45Z,2498733.3523121,7047291.97825335,75252,DALLAS,TX,"7825 MCCALLUM BLVD
DALLAS, TX 75252
(32.987953, -96.770744)"
2021,2,BMV,Outdoor Area Public/Private,Outdoor Area Public/Private,2717 HOWELL ST,2038,122,CENTRAL,D14,2021-05-06T00:00:00Z,2021,May,Thu,10:10:00,126,2021-05-06T00:00:00Z,2021,May,Thu,10:20:00,126,2021-05-06T11:37:00Z,2021-05-06T12:03:54Z,2021,May,Thu,12:03:00,126,2021-05-06T10:14:50Z,2021-05-06T10:14:49Z,2021-05-06T14:17:59Z,2021-05-06T11:17:44Z,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Male,B141,Investigations,Property Crime Division / CE Property Crimes,Suspended,Suspended,AN UNK SUSP ENTERED VIC'S VEHICLE AND TOOK PROP W/O CONSENT.,FALSE,NA,None,NA,NA,No,22990004,PC 30.04(a),NA,NA,NA,NA,THEFT FROM MOTOR VEHICLE,LARCENY/ THEFT OFFENSES,PROPERTY,23F,A,Coded,2021-05-07T11:57:26Z,2490021.65385628,6978094.50510003,75204,DALLAS,TX,"2717 HOWELL ST
DALLAS, TX 75204
(32.799318, -96.802133)"
2014,1,GRAFFITI PECUNIARY LOSS <$500,Outdoor Area Public/Private,N/A,7933 WOODSTONE LN,1007,624,NORTH CENTRAL,D11,2014-11-12T00:00:00Z,2014,November,Wed,00:00:00,316,2014-11-13T00:00:00Z,2014,November,Thu,00:00:00,317,2014-11-13T09:54:00Z,2014-11-13T10:42:42Z,2014,November,Thu,10:42:00,317,2014-11-13T09:54:40Z,2014-11-13T09:54:40Z,2014-11-13T10:57:25Z,2014-11-13T10:37:14Z,Victim,Individual,White,Non-Hispanic or Latino,Female,EX07,Investigations,Property Crime Division / NC Property Crimes,Suspended,Suspended,UNKNOWN SUSPECT WROTE ON REAR WOODEN FENCE,FALSE,NA,Unknown,None (Mutually Exclusive),No,No,29990009,PC 28.08(b)(1),VANDALISM & CRIM MISCHIEF,CRIMINAL MISCHIEF/VANDALISM,1400,PART2,NA,NA,NA,NA,NA,NA,2014-11-14T10:58:41Z,2498874.07545586,7035124.56098719,75248,DALLAS,TX,"7933 WOODSTONE LN
DALLAS, TX 75248
(32.955833, -96.770587)"
2016,1,CRIM MISCHIEF <$100,Motor Vehicle,None,2501 LAKESIDE DR,NA,NA,NA,NA,2016-11-05T00:00:00Z,2016,November,Sat,02:00:00,310,2016-11-05T00:00:00Z,2016,November,Sat,09:00:00,310,2016-11-05T10:18:00Z,2016-11-05T09:28:40Z,2016,November,Sat,09:28:00,310,2016-11-05T08:20:07Z,2016-11-05T08:20:06Z,2016-11-05T11:20:19Z,2016-11-05T09:02:32Z,Victim,Individual,White,Non-Hispanic or Latino,Female,B342,NA,NA,Suspended,Suspended,UNKNOWN SUSPECT BROKE WINDOW WITHOUT CONSENT.,FALSE,NA,None,Other,No,No,99999999,PC 28.03(b)(1),VANDALISM & CRIM MISCHIEF,CRIMINAL MISCHIEF/VANDALISM,1400,PART2,NA,NA,NA,NA,NA,NA,2017-03-20T06:14:59Z,2555053.96572052,6927628.57355177,75253,DALLAS,TX,"2501 LAKESIDE DR
DALLAS, TX 75253
(32.657886, -96.593889)"
2018,1,BMV,Apartment Parking Lot,N/A,12833 JUPITER RD,9611,232,NORTHEAST,D10,2017-12-28T00:00:00Z,2017,December,Thu,17:00:00,362,2017-12-29T00:00:00Z,2017,December,Fri,10:00:00,363,2018-01-02T16:16:00Z,2018-01-02T16:08:12Z,2018,January,Tue,16:08:00,2,2018-01-02T16:07:54Z,2018-01-02T16:07:54Z,2018-01-02T16:40:41Z,2018-01-02T16:07:55Z,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Female,C246,Investigations,Property Crime Division / NE Property Crimes,Suspended,Suspended,UNK SUSP ENTERED COMP'S VEHICLE AND TOOK PROP WITHOUT CONSENT,FALSE,NA,None,Other,No,No,22990004,PC 30.04(a),THEFT/BMV,THEFT,640,PART1,THEFT FROM MOTOR VEHICLE,LARCENY/ THEFT OFFENSES,PROPERTY,23F,A,Coded,2019-02-25T22:00:03Z,2526236.39868386,7004540.04341619,75238,DALLAS,TX,"12833 JUPITER RD
DALLAS, TX 75238
(32.87037, -96.683195)"
2018,2,"CRIM MISCHIEF > OR EQUAL $2,500 < $30K",Park,N/A,1300 N ZANG BLVD,4099,411,SOUTHWEST,D1,2018-12-14T00:00:00Z,2018,December,Fri,11:20:00,348,2018-12-14T00:00:00Z,2018,December,Fri,11:21:00,348,2018-12-14T11:25:00Z,2018-12-14T11:59:09Z,2018,December,Fri,11:59:00,348,2018-12-14T11:25:56Z,2018-12-14T11:25:56Z,2018-12-14T12:14:57Z,2018-12-14T11:40:02Z,Victim,Business,NA,NA,NA,B415,Investigations,Property Crime Division / SW Property Crimes,Suspended,Suspended,UNK SUSP BROKE LIONS HEAD WITH UNK OBJECT.,FALSE,NA,None,NA,NA,No,29990044,PC 28.03(b)(4)(A),NA,NA,NA,NA,DESTRUCTION/ DAMAGE/ VANDALISM OF PROPERTY,DESTRUCTION/ DAMAGE/ VANDALISM OF PROPERTY,PROPERTY,290,A,Coded,2018-12-21T13:23:51Z,2484842.93422686,6963031.13660477,75203,DALLAS,TX,"1300 N ZANG BLVD
DALLAS, TX 75203
(32.758937, -96.819826)"
2020,2,CRIMINAL TRESPASS WARNING,Convenience Store,N/A,3020 N HAMPTON RD,4043,423,SOUTHWEST,D6,2020-09-15T00:00:00Z,2020,September,Tue,15:40:00,259,2020-09-15T00:00:00Z,2020,September,Tue,15:44:00,259,2020-09-15T15:45:00Z,2020-09-15T16:00:26Z,2020,September,Tue,16:00:00,259,2020-09-15T15:45:43Z,2020-09-15T15:45:43Z,2020-09-15T16:29:16Z,2020-09-15T15:45:43Z,Victim,Business,NA,NA,NA,SF498,NA,NA,Suspended,Suspended,SUSP WAS GIVEN A CT FROM THE PROPERTY,FALSE,NA,None,NA,NA,No,99999999,No Offense,NA,NA,NA,NA,MISCELLANEOUS,MISCELLANEOUS,MISCELLANEOUS,999,C,999 - No Coded,2020-09-15T22:46:01Z,2473771.18209219,6970320.33429669,75212,DALLAS,TX,"3020 N HAMPTON RD
DALLAS, TX 75212
(32.779065, -96.856457)"
2021,3,THEFT OF PROP <$100 - OTHER THAN SHOPLIFT,"Highway, Street, Alley ETC",N/A,5003 BRYAN ST,1182,145,CENTRAL,D2,2021-12-04T00:00:00Z,2021,December,Sat,10:00:00,338,2021-12-05T00:00:00Z,2021,December,Sun,12:00:00,339,2021-12-07T21:11:00Z,2021-12-07T21:54:00Z,2021,December,Tue,21:54:00,341,2021-12-07T21:11:11Z,2021-12-07T21:11:11Z,2021-12-07T22:18:19Z,2021-12-07T21:47:43Z,Victim,Individual,Black,Non-Hispanic or Latino,Female,EX01,NA,NA,Suspended,Suspended,UNKN SUSPECT REMOVED SS CARD# 600-94-6619 FROM DRIVER SIDE DOOR,FALSE,NA,None,NA,NA,No,99999999,PC 31.03(f),NA,NA,NA,NA,ALL OTHER LARCENY,LARCENY/ THEFT OFFENSES,PROPERTY,23H,A,Coded,2021-12-11T19:37:57Z,2499192.54792,6980214.6777,75206,DALLAS,TX,"5003 BRYAN ST
DALLAS, TX 75206
(32.804854, -96.77227)"
2019,1,BMV,Single Family Residence - Occupied,NA,5254 GOODWIN AVE,1143,141,CENTRAL,D14,2019-07-09T00:00:00Z,2019,July,Tue,23:00:00,190,2019-07-10T00:00:00Z,2019,July,Wed,07:20:00,191,2019-07-10T08:48:04Z,2019-07-10T17:10:38Z,2019,July,Wed,17:10:00,191,NA,NA,NA,NA,Victim,Individual,White,Non-Hispanic or Latino,Female,NA,NA,NA,Suspended,Suspended,NA,NA,NA,None,NA,No,NA,22990004,PC 30.04(a),NA,NA,NA,NA,THEFT FROM MOTOR VEHICLE,LARCENY/ THEFT OFFENSES,PROPERTY,23F,A,Coded,2019-07-23T16:25:55Z,2496798.99463227,6986745.20761485,75206,DALLAS,TX,"5254 GOODWIN AVE
DALLAS, TX 75206
(32.823457, -96.780074)"
2018,1,THEFT OF SERVICE < $100,"Highway, Street, Alley ETC",N/A,5200 LIVE OAK ST,1183,145,CENTRAL,D14,2018-08-03T00:00:00Z,2018,August,Fri,02:10:00,215,2018-08-03T00:00:00Z,2018,August,Fri,02:15:00,215,2018-08-03T02:23:00Z,2018-08-03T02:38:36Z,2018,August,Fri,02:38:00,215,2018-08-03T02:23:23Z,2018-08-03T02:23:23Z,2018-08-03T02:39:11Z,2018-08-03T02:26:48Z,Victim,Business,NA,NA,NA,A151,NA,NA,Open,Open,UNK SUSP RAN OFF BEFORE PAYING CAB FARE.,FALSE,NA,None,NA,NA,No,99999999,PC 31.04(e)(1),NA,NA,NA,NA,FALSE PRETENSES/ SWINDLE/ CONFIDENCE GAME,FRAUD OFFENSES,PROPERTY,26A,A,Coded,2018-09-13T15:52:57Z,2500371.70631886,6980412.82756311,75206,DALLAS,TX,"5200 LIVE OAK ST
DALLAS, TX 75206
(32.805607, -96.768855)"
2021,3,THEFT OF PROP > OR EQUAL $100 <$750 (SHOPLIFT-NOT EMP) PC31.03(e2A),Retail Store,NA,5220 ALPHA RD,6004,633,NORTH CENTRAL,D11,2021-02-08T00:00:00Z,2021,February,Mon,17:41:00,39,2021-02-08T00:00:00Z,2021,February,Mon,17:42:00,39,2021-02-08T19:10:30Z,2021-02-08T20:16:04Z,2021,February,Mon,20:16:00,39,NA,NA,NA,NA,Victim,Individual,White,Non-Hispanic or Latino,Female,NA,Investigations,Property Crime Division / NC Property Crimes,Suspended,Suspended,NA,NA,NA,None,NA,No,NA,23990191,PC 31.03(e)(2)(A),NA,NA,NA,NA,SHOPLIFTING,LARCENY/ THEFT OFFENSES,PROPERTY,23C,A,Coded,2021-02-10T12:38:42Z,2483957.24177253,7026417.60267936,75240,DALLAS,TX,"5220 ALPHA RD
DALLAS, TX 75240
(32.932831, -96.819637)"
