year_of_incident,watch,type_of_incident,type_location,type_of_property,incident_address,reporting_area,beat,division,council_district,date1_of_occurrence,year1_of_occurrence,month1_of_occurence,day1_of_the_week,time1_of_occurrence,day1_of_the_year,date2_of_occurrence,year2_of_occurrence,month2_of_occurence,day2_of_the_week,time2_of_occurrence,day2_of_the_year,date_of_report,date_incident_created,offense_entered_year,offense_entered_month,offense_entered_day_of_the_week,offense_entered_time,offense_entered_date_time,call_received_date_time,call_date_time,call_cleared_date_time,call_dispatch_date_time,person_involvement_type,victim_type,victim_race,victim_ethnicity,victim_gender,element_number_assigned,investigating_unit_1,investigating_unit_2,offense_status,ucr_disposition,modus_operandi_mo,family_offense,hate_crime,hate_crime_description,weapon_used,gang_related_offense,drug_related_istevencident,criminal_justice_information_service_code,penal_code,ucr_offense_name,ucr_offense_description,ucr_code,offense_type,nibrs_crime,nibrs_crime_category,nibrs_crime_against,nibrs_code,nibrs_group,nibrs_type,update_date,x_coordinate,y_cordinate,zip_code,city,state,location1
2022,3,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,Condominium/Townhome Parking,N/A,3802 GRAND AVE,2098,115,CENTRAL,D7,2022-07-11T00:00:00Z,2022,July,Mon,15:30:00,192,2022-07-11T00:00:00Z,2022,July,Mon,17:00:00,192,2022-07-11T20:07:00Z,2022-07-11T18:40:19Z,2022,July,Mon,18:40:00,192,2022-07-11T15:47:38Z,2022-07-11T15:47:38Z,2022-07-11T18:52:37Z,2022-07-11T18:38:55Z,Victim,Individual,White,Non-Hispanic or Latino,Male,C109,Investigations,Special Investigations / Auto Theft,Suspended,Suspended,UNK SUSP TOOK COMP'S VEHICLE WITHOUT CONSENT,FALSE,NA,None,NA,NA,No,24110003,PC 31.07,NA,NA,NA,NA,UUMV,MOTOR VEHICLE THEFT,PROPERTY,240,A,Not Coded,2022-09-07T14:56:41Z,2502517.09212,6971154.8989,75210,DALLAS,TX,"3802 GRAND AVE
DALLAS, TX 75210
(32.780923, -96.761958)"
2022,2,ROBBERY OF INDIVIDUAL (AGG),"Highway, Street, Alley ETC",N/A,10510 CASTLEROCK DR,1257,327,SOUTHEAST,D5,2022-05-22T00:00:00Z,2022,May,Sun,09:10:00,142,2022-05-22T00:00:00Z,2022,May,Sun,09:16:00,142,2022-05-22T09:17:00Z,2022-05-22T10:00:21Z,2022,May,Sun,10:00:00,142,2022-05-22T09:17:44Z,2022-05-22T09:17:44Z,2022-05-22T10:27:53Z,2022-05-22T09:51:02Z,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Male,D326,Investigations,Capers / Robbery,Suspended,Suspended,UNK SUSP TOOK PROPERTY AT GUNPOINT.,FALSE,NA,None,Handgun,UNK,No,12990002,PC 29.03,NA,NA,NA,NA,ROBBERY-INDIVIDUAL,ROBBERY,PROPERTY,120,A,Coded,2022-08-26T13:04:26Z,2539261.39429,6957403.53401,75217,DALLAS,TX,"10510 CASTLEROCK DR
DALLAS, TX 75217
(32.740787, -96.643552)"
2015,1,UNAUTHORIZED USE OF MOTOR VEH - (ATT) AUTOMOBILE,Other,N/A,4532 WYOMING ST,4202,434,SOUTHWEST,D3,2015-06-25T00:00:00Z,2015,June,Thu,01:25:00,176,2015-06-25T00:00:00Z,2015,June,Thu,01:25:00,176,2015-06-25T01:27:00Z,2015-06-25T01:55:03Z,2015,June,Thu,01:55:00,176,2015-06-25T01:27:51Z,2015-06-25T01:27:44Z,2015-06-25T03:15:03Z,2015-06-25T01:29:33Z,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Male,A444,Investigations,Special Investigations / Auto Theft,Suspended,Suspended,KNOWN SUSPECT ATTEMPTS TO TAKE COMP'S VEHICLE.,FALSE,NA,None,Other,No,No,24110004,PC 31.07,UUMV,AUTO THEFT - UUMV,710,PART1,NA,NA,NA,NA,NA,NA,2020-02-26T23:20:55Z,2462439.26709,6946517.65651,75211,DALLAS,TX,"4532 WYOMING ST
DALLAS, TX 75211
(32.71437, -96.89392)"
2015,1,CRIM MISCHIEF > OR EQUAL $50 BUT < $500,Other,N/A,2729 MEADOW STONE LN,4360,744,SOUTH CENTRAL,D8,2015-04-06T00:00:00Z,2015,April,Mon,14:30:00,96,2015-04-07T00:00:00Z,2015,April,Tue,20:00:00,97,2015-04-08T20:44:00Z,2015-04-08T20:50:30Z,2015,April,Wed,20:50:00,98,2015-04-08T20:21:12Z,2015-04-08T20:21:12Z,2015-04-08T22:32:50Z,2015-04-08T20:44:19Z,Victim,Individual,Black,Non-Hispanic or Latino,Male,C744,Investigations,Property Crime Division / SC Property Crimes,Suspended,Suspended,SUSP(S) BROKE OUT COMP'S WINDOW,FALSE,NA,None,Other,No,No,29990016,PC 28.03(b)(2),VANDALISM & CRIM MISCHIEF,CRIMINAL MISCHIEF/VANDALISM,1400,PART2,NA,NA,NA,NA,NA,NA,2015-04-24T10:09:45Z,2472290.04397836,6926106.89614893,75237,DALLAS,TX,"2729 MEADOW STONE LN
DALLAS, TX 75237
(32.65731, -96.862936)"
2022,1,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,Outdoor Area Public/Private,N/A,1547 HOUGHTON RD,1251,332,SouthEast,NA,2022-09-18T00:00:00Z,2022,September,Sun,02:00:00,261,2022-09-18T00:00:00Z,2022,September,Sun,10:30:00,261,2022-09-18T12:45:00Z,2022-09-18T12:45:31Z,2022,September,Sun,12:45:00,261,2022-09-18T12:45:20Z,2022-09-18T12:45:20Z,2022-09-18T13:37:36Z,2022-09-18T12:45:20Z,NA,NA,NA,NA,NA,B342,NA,NA,Open,Open,SUSP(S) TOOK COMP VEH W/O CONSENT,FALSE,NA,None,NA,NA,No,24110003,PC 31.07,NA,NA,NA,NA,UUMV,MOTOR VEHICLE THEFT,PROPERTY,240,A,Coded,2022-09-18T14:02:44Z,2523739.03543945,6956649.48059817,75217,DALLAS,TX,"1547 HOUGHTON RD
DALLAS, TX 75217
(32.739714, -96.693845)"
2018,1,HARASSMENT,Cyberspace,N/A,3501 ROSS AVE,4516,154,CENTRAL,D14,2017-03-27T00:00:00Z,2017,March,Mon,12:00:00,86,2018-02-09T00:00:00Z,2018,February,Fri,17:46:00,40,2018-02-09T19:02:00Z,2018-02-09T18:34:49Z,2018,February,Fri,18:34:00,40,2018-02-09T17:44:27Z,2018-02-09T17:43:17Z,2018-02-09T20:08:16Z,2018-02-09T17:47:16Z,Victim,Individual,Black,Non-Hispanic or Latino,Female,C133,Investigations,Property Crime Division / NE Property Crimes,Suspended,Suspended,SUSP CONTINUOUSLY CONTACTS COMP IN A HARASSING MANNER,FALSE,NA,None,Other,No,No,53990004,PC 42.07(c),DISORDERLY CONDUCT,DISORDERLY CONDUCT,2400,PART2,INTIMIDATION,ASSAULT OFFENSES,PERSON,13C,A,Coded,2018-02-22T09:54:20Z,2494470.05506444,6976917.43822844,75204,DALLAS,TX,"3501 ROSS AVE
DALLAS, TX 75204
(32.796321, -96.787989)"
2020,3,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,Single Family Residence - Occupied,N/A,3600 DE KALB AVE,4297,727,SOUTH CENTRAL,D4,2020-03-15T00:00:00Z,2020,March,Sun,16:00:00,75,2020-03-15T00:00:00Z,2020,March,Sun,16:16:00,75,2020-03-15T16:17:00Z,2020-03-15T17:27:15Z,2020,March,Sun,17:27:00,75,2020-03-15T16:17:41Z,2020-03-15T16:17:41Z,2020-03-15T18:48:51Z,2020-03-15T16:46:05Z,Victim,Individual,Black,Non-Hispanic or Latino,Male,C743,Investigations,Special Investigations / Auto Theft,Suspended,Suspended,UNK SUSP TOOK COMPS VEH WITHOUT PERM.,FALSE,NA,None,NA,NA,No,24110003,PC 31.07,NA,NA,NA,NA,UUMV,MOTOR VEHICLE THEFT,PROPERTY,240,A,Not Coded,2022-07-29T16:00:06Z,2489109.6585,6942041.34171,75216,DALLAS,TX,"3600 DE KALB AVE
DALLAS, TX 75216
(32.702674, -96.808723)"
2016,1,"THEFT OF PROP > OR EQUAL $2,500 BUT <$30K- NOT SHOPLIFT",Financial Institution,N/A,2639 S LANCASTER RD,4222,722,SOUTH CENTRAL,D4,2016-12-09T00:00:00Z,2016,December,Fri,13:21:00,344,2016-12-10T00:00:00Z,2016,December,Sat,09:40:00,345,2016-12-10T09:40:00Z,2016-12-10T10:45:48Z,2016,December,Sat,10:45:00,345,2016-12-10T09:47:47Z,2016-12-10T09:47:45Z,2016-12-10T11:09:52Z,2016-12-10T10:14:18Z,Victim,Business,NA,NA,NA,B736,Investigations,Special Investigations / Financial Crimes,Suspended,Suspended,SUSP TOOK COMP'S PROPERTY WITHOUT CONSENT,FALSE,NA,None,Other,No,No,23990004,PC 31.03(e)(4)(A),OTHER THEFTS,THEFT,690,PART1,NA,NA,NA,NA,NA,NA,2019-05-08T10:43:45Z,2489898.18986435,6947455.92464502,75216,DALLAS,TX,"2639 S LANCASTER RD
DALLAS, TX 75216
(32.715343, -96.804531)"
2017,3,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,Parking Lot (All Others),Parking Lot,10820 GOODNIGHT LN,6060,533,NORTHWEST,D6,2017-11-05T00:00:00Z,2017,November,Sun,17:00:00,309,2017-11-06T00:00:00Z,2017,November,Mon,05:30:00,310,2017-11-06T11:41:00Z,2017-11-06T10:37:31Z,2017,November,Mon,10:37:00,310,2017-11-06T07:13:03Z,2017-11-06T07:13:03Z,2017-11-06T12:22:20Z,2017-11-06T10:31:31Z,Registered Owner,Business,NA,NA,NA,B552,Investigations,Special Investigations / Auto Theft,Suspended,Suspended,UNKNOWN SUSPECT TOOK VEHICLE AND ABANDONED IT @ RECOVERY LOCATION,FALSE,NA,None,NA,No,No,24110003,PC 31.07,UUMV,AUTO THEFT - UUMV,720,PART1,UUMV,MOTOR VEHICLE THEFT,PROPERTY,240,A,Coded,2017-11-12T18:52:44Z,2458981.61751127,7004835.83022618,75220,DALLAS,TX,"10820 GOODNIGHT LN
DALLAS, TX 75220
(32.875614, -96.902318)"
2015,1,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,Single Family Residence - Occupied,N/A,10263 CASA VIEW AVE,1135,225,NORTHEAST,D9,2015-11-30T00:00:00Z,2015,November,Mon,21:00:00,334,2015-12-01T00:00:00Z,2015,December,Tue,07:50:00,335,2015-12-01T07:58:00Z,2015-12-01T09:27:16Z,2015,December,Tue,09:27:00,335,2015-12-01T07:58:39Z,2015-12-01T07:58:35Z,2015-12-01T10:14:48Z,2015-12-01T09:17:23Z,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Male,B235,Investigations,Special Investigations / Auto Theft,Suspended,Suspended,CAR STOLEN,FALSE,NA,None,Other,No,No,24110003,PC 31.07,UUMV,AUTO THEFT - UUMV,710,PART1,NA,NA,NA,NA,NA,NA,2015-12-07T10:15:11Z,2528385.1082972,6990882.99559911,75228,DALLAS,TX,"10263 CASA VIEW AVE
DALLAS, TX 75228
(32.832896, -96.676834)"
2014,1,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,"Highway, Street, Alley ETC",Motor Vehicle,10600 CAYUGA DR,1136,226,NORTHEAST,D9,2014-06-11T00:00:00Z,2014,June,Wed,01:00:00,162,2014-06-11T00:00:00Z,2014,June,Wed,07:30:00,162,2014-06-11T08:46:00Z,2014-06-11T09:39:37Z,2014,June,Wed,09:39:00,162,2014-06-11T08:37:19Z,2014-06-11T08:37:19Z,2014-06-11T12:42:02Z,2014-06-11T08:46:16Z,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Male,B105,Investigations,Special Investigations / Auto Theft,Suspended,Suspended,THIS IS A UUMV OFFENSE REPORT.,FALSE,NA,None,None (Mutually Exclusive),No,No,24110003,PC 31.07,UUMV,AUTO THEFT - UUMV,710,PART1,NA,NA,NA,NA,NA,NA,2018-02-19T03:19:02Z,2525937.55282485,6993219.89709327,75228,DALLAS,TX,"10600 CAYUGA DR
DALLAS, TX 75228
(32.839591, -96.684951)"
2018,1,ABANDONED PROPERTY (NO OFFENSE),"Highway, Street, Alley ETC",N/A,4951 THUNDER RD,3009,556,NORTHWEST,D13,2018-01-09T00:00:00Z,2018,January,Tue,08:00:00,9,2018-01-10T00:00:00Z,2018,January,Wed,08:30:00,10,2018-01-10T08:31:00Z,2018-01-10T08:20:03Z,2018,January,Wed,08:20:00,10,2018-01-10T08:18:30Z,2018-01-10T08:18:30Z,2018-01-10T09:02:41Z,2018-01-10T08:18:30Z,Victim,Society/Public,NA,NA,NA,E591,Investigations,Special Investigations / Auto Theft,Suspended,Suspended,VEH IMPOUNDED AS ABANDONED PROPERTY,FALSE,NA,None,Other,No,No,99999999,No Violation,FOUND,FOUND PROPERTY,4300,NOT CODED,MISCELLANEOUS,MISCELLANEOUS,MISCELLANEOUS,999,C,999 - No Coded,2018-02-20T17:15:07Z,2482924.23366794,7023562.23503052,75244,DALLAS,TX,"4951 THUNDER RD
DALLAS, TX 75244
(32.924773, -96.823478)"
2018,1,THEFT OF PROP (AUTO ACC) <$100 - (NOT EMP),Outdoor Area Public/Private,N/A,4269 LELAND COLLEGE DR,8818,736,SOUTH CENTRAL,D8,2018-06-22T00:00:00Z,2018,June,Fri,13:00:00,173,2018-06-24T00:00:00Z,2018,June,Sun,20:30:00,175,2018-06-24T20:48:00Z,2018-06-24T21:25:43Z,2018,June,Sun,21:25:00,175,2018-06-24T20:48:08Z,2018-06-24T20:48:06Z,2018-06-24T21:25:02Z,2018-06-24T20:53:37Z,Victim,Individual,Black,Non-Hispanic or Latino,Female,EX06,Investigations,Property Crime Division / SC Property Crimes,Suspended,Suspended,UNKNOWN SUSPECT REMOVED FRONT LP FROM PARKED VEHICLE,FALSE,NA,None,NA,NA,No,99999999,PC 31.03(f),THEFT/BMV,THEFT,650,PART1,THEFT OF MOTOR VEHICLE PARTS OR ACCESSORIES,LARCENY/ THEFT OFFENSES,PROPERTY,23G,A,Coded,2019-05-07T01:32:50Z,2508030.91573794,6931142.06521243,75241,DALLAS,TX,"4269 LELAND COLLEGE DR
DALLAS, TX 75241
(32.669618, -96.746435)"
2020,1,FRAUD USE/POSS IDENTIFYING INFO-PRELIMINARY INVESTIGATION,Single Family Residence - Occupied,NA,2915 MORNING AVE,2121,312,SOUTHEAST,D7,2015-08-27T00:00:00Z,2015,August,Thu,17:25:00,239,2015-11-12T00:00:00Z,2015,November,Thu,17:25:00,316,2020-07-27T18:19:30Z,2020-07-29T19:11:49Z,2020,July,Wed,19:11:00,211,NA,NA,NA,NA,Victim,Individual,Black,Non-Hispanic or Latino,Female,NA,Investigations,Special Investigations / Financial Crimes,Closed/Cleared,Closed,NA,NA,NA,None,NA,No,NA,99999999,Fraud Investigation,NA,NA,NA,NA,MISCELLANEOUS,MISCELLANEOUS,MISCELLANEOUS,999,C,999 - No Coded,2021-09-07T13:50:02Z,2508137.94209869,6968093.23868527,75210,DALLAS,NA,"2915 MORNING AVE
DALLAS 75210
(32.771522, -96.744042)"
2015,1,"NATURAL DEATH (NO OFFENSE)",Apartment Complex/Building,N/A,9666 SCYENE RD,1246,326,SOUTHEAST,D7,2015-10-08T00:00:00Z,2015,October,Thu,11:00:00,281,2015-10-09T00:00:00Z,2015,October,Fri,09:00:00,282,2015-10-09T11:42:00Z,2015-10-09T10:00:38Z,2015,October,Fri,10:00:00,282,2015-10-09T09:28:38Z,2015-10-09T09:28:38Z,2015-10-09T13:31:35Z,2015-10-09T09:34:15Z,Victim,Individual,Black,Non-Hispanic or Latino,Male,B327,Investigations,Capers / Homicide,Closed/Cleared,Closed,COMP DIED BY UNKNOWN MEANS,FALSE,NA,Unknown,Other,UNK,UNK,99999999,No Offense,SUDDEN DEATH&FOUND BODIES,SUDDEN DEATH,4000,NOT CODED,NA,NA,NA,NA,NA,NA,2016-04-09T18:42:24Z,2535538.17535587,6964913.97798343,75227,DALLAS,TX,"9666 SCYENE RD
DALLAS, TX 75227
(32.762284, -96.655123)"
2016,1,THEFT OF PROP > OR EQUAL $30K<$150K- NOT SHOPLIFT,Industrial/Manufacturing,Outdoor Area Public/Private,1125 LONGPOINT AVE,3111,515,NORTHWEST,D6,2016-12-19T00:00:00Z,2016,December,Mon,16:00:00,354,2016-12-21T00:00:00Z,2016,December,Wed,07:30:00,356,2016-12-22T11:22:00Z,2016-12-22T15:39:30Z,2016,December,Thu,15:39:00,357,2016-12-22T11:23:07Z,2016-12-22T11:22:41Z,2016-12-23T08:31:40Z,2016-12-22T15:16:40Z,Victim,Business,NA,NA,NA,B546,Investigations,Property Crime Division / NW Property Crimes,Suspended,Suspended,SUSP TOOK COMP PROPERTY WITHOUT PERMISSION,FALSE,NA,None,Other,UNK,No,23990010,PC 31.03(e)(5),OTHER THEFTS,THEFT,690,PART1,NA,NA,NA,NA,NA,NA,2017-01-13T09:02:51Z,2473816.18659537,6979450.02371444,75247,DALLAS,TX,"1125 LONGPOINT AVE
DALLAS, TX 75247
(32.804136, -96.855201)"
2014,1,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,Parking Lot (All Others),Parking Lot,529 E 9TH ST,4120,414,SOUTHWEST,D1,2014-09-24T00:00:00Z,2014,September,Wed,23:00:00,267,2014-09-25T00:00:00Z,2014,September,Thu,08:00:00,268,2014-09-25T11:15:00Z,2014-09-25T09:59:36Z,2014,September,Thu,09:59:00,268,2014-09-25T08:44:41Z,2014-09-25T08:44:12Z,2014-09-25T10:23:24Z,2014-09-25T09:35:57Z,Registered Owner,Business,NA,NA,NA,B452,Investigations,Special Investigations / Auto Theft,Suspended,Suspended,SUSPECT REMOVED FRONT SLIDING GATE BY UNKNOWN MEANS TO ENTER PROPERTY AND TAKE THREE VEHICLES OFF THE LOT.,FALSE,NA,None,NA,Yes,No,24110003,PC 31.07,UUMV,AUTO THEFT - UUMV,710,PART1,NA,NA,NA,NA,NA,NA,2014-12-26T10:55:10Z,2485914.48687378,6959930.05028728,75203,DALLAS,TX,"529 E 9TH ST
DALLAS, TX 75203
(32.749587, -96.816728)"
2016,3,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,Commercial Property Occupied/Vacant,N/A,3450 BAINBRIDGE DR,4360,744,SOUTH CENTRAL,D8,2016-03-28T00:00:00Z,2016,March,Mon,19:30:00,88,2016-03-28T00:00:00Z,2016,March,Mon,21:30:00,88,2016-03-28T21:31:00Z,2016-03-28T22:11:31Z,2016,March,Mon,22:11:00,88,2016-03-28T21:31:48Z,2016-03-28T21:31:41Z,2016-03-28T23:55:58Z,2016-03-28T21:36:17Z,Victim,Individual,White,Non-Hispanic or Latino,Male,E727,Investigations,Special Investigations / Auto Theft,Suspended,Suspended,UNKNOWN SUSPECTS TOOK COMPLAINANT'S VEHICLE WITHOUT CONSENT.,FALSE,NA,None,Other,No,No,24110003,PC 31.07,UUMV,AUTO THEFT - UUMV,720,PART1,NA,NA,NA,NA,NA,NA,2020-12-27T16:37:02Z,2471437.34391211,6923712.8878136,75237,DALLAS,TX,"3450 BAINBRIDGE DR
DALLAS, TX 75237
(32.650807, -96.866023)"
2022,1,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,Parking (Business),Motor Vehicle,3900 CEDAR SPRINGS RD,3116,546,NORTHWEST,D14,2022-07-27T00:00:00Z,2022,July,Wed,22:45:00,208,2022-07-28T00:00:00Z,2022,July,Thu,01:30:00,209,2022-07-28T10:40:00Z,2022-07-28T10:21:27Z,2022,July,Thu,10:21:00,209,2022-07-28T02:33:02Z,2022-07-28T02:33:02Z,2022-07-28T11:04:59Z,2022-07-28T10:08:28Z,Victim,Individual,Black,Non-Hispanic or Latino,Male,B742,Investigations,Special Investigations / Auto Theft,Suspended,Suspended,UNK SUSP TOOK COMP'S VEH W/O CONSENT,FALSE,NA,None,NA,NA,No,24110003,PC 31.07,NA,NA,NA,NA,UUMV,MOTOR VEHICLE THEFT,PROPERTY,240,A,Not Coded,2022-08-03T19:39:36Z,2487677.8987,6981921.44823,75219,DALLAS,TX,"3900 CEDAR SPRINGS RD
DALLAS, TX 75219
(32.810169, -96.810202)"
2016,1,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,Apartment Parking Lot,N/A,8108 VALLEY GLEN DR,1175,236,NORTHEAST,D9,2016-09-20T00:00:00Z,2016,September,Tue,01:00:00,264,2016-09-20T00:00:00Z,2016,September,Tue,10:00:00,264,2016-09-20T12:33:00Z,2016-09-20T12:25:46Z,2016,September,Tue,12:25:00,264,2016-09-20T11:44:24Z,2016-09-20T11:43:58Z,2016-09-20T12:53:02Z,2016-09-20T11:56:35Z,Owner,Individual,Black,Non-Hispanic or Latino,Male,B236,Investigations,Special Investigations / Auto Theft,Suspended,Suspended,UNK SUSPECT TOOK THE VICTIMS VEHICLE WITHOUT PERMISSION,FALSE,NA,None,NA,No,No,24110003,PC 31.07,UUMV,AUTO THEFT - UUMV,710,PART1,NA,NA,NA,NA,NA,NA,2019-12-31T18:13:51Z,2517463.7265967,6980740.07756478,75228,DALLAS,TX,"8108 VALLEY GLEN DR
DALLAS, TX 75228
(32.807155, -96.711527)"
2017,1,THEFT OF PROP > OR EQUAL $100 BUT <$750- NOT SHOPLIFT,Apartment Parking Lot,Apartment Complex/Building,7175 GASTON AVE,6028,234,NORTHEAST,D9,2017-12-05T00:00:00Z,2017,December,Tue,13:30:00,339,2017-12-08T00:00:00Z,2017,December,Fri,13:30:00,342,2017-12-11T14:09:00Z,2017-12-11T17:26:34Z,2017,December,Mon,17:26:00,345,2017-12-11T14:09:36Z,2017-12-11T14:09:29Z,2017-12-11T17:55:42Z,2017-12-11T16:39:35Z,Victim,Individual,White,Non-Hispanic or Latino,Female,F211,Investigations,Property Crime Division / NE Property Crimes,Suspended,Suspended,UNK SUSP TOOK COMP'S PROPERTY W/O CONSENT,FALSE,NA,None,Other,No,No,23990067,PC 31.03(e)(2)(Ai),OTHER THEFTS,THEFT,690,PART1,ALL OTHER LARCENY,LARCENY/ THEFT OFFENSES,PROPERTY,23H,A,Coded,2017-12-12T11:22:06Z,2511250.61500719,6983478.82635236,75214,DALLAS,TX,"7175 GASTON AVE
DALLAS, TX 75214
(32.813308, -96.732954)"
2019,1,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,Apartment Parking Lot,N/A,5609 SMU BLVD,1116,141,CENTRAL,D14,2019-05-09T00:00:00Z,2019,May,Thu,19:00:00,129,2019-05-10T00:00:00Z,2019,May,Fri,09:14:00,130,2019-05-10T09:14:00Z,2019-05-10T10:08:40Z,2019,May,Fri,10:08:00,130,2019-05-10T09:14:18Z,2019-05-10T09:14:18Z,2019-05-10T10:48:23Z,2019-05-10T09:41:45Z,Registered Owner,Individual,White,Non-Hispanic or Latino,Female,B155,Investigations,Special Investigations / Auto Theft,Suspended,Suspended,UNK SUSP TOOK COMP'S VEHICLE WITHOUT CONSENT.,FALSE,NA,None,NA,NA,No,24110003,PC 31.07,NA,NA,NA,NA,UUMV,MOTOR VEHICLE THEFT,PROPERTY,240,A,Coded,2020-08-16T08:52:15Z,2499011.68222,6993657.62515,75206,DALLAS,TX,"5609 SMU BLVD
DALLAS, TX 75206
(32.842009, -96.772217)"
2019,2,UNAUTHORIZED USE OF MOTOR VEH - (ATT) TRUCK OR BUS,Parking (Business),Parking Lot,9727 WEBB CHAPEL RD,4552,536,NORTHWEST,D6,2019-03-30T00:00:00Z,2019,March,Sat,10:30:00,89,2019-03-30T00:00:00Z,2019,March,Sat,10:45:00,89,2019-03-30T11:28:00Z,2019-03-30T11:20:55Z,2019,March,Sat,11:20:00,89,2019-03-30T10:56:32Z,2019-03-30T10:56:32Z,2019-03-30T12:08:04Z,2019-03-30T11:09:27Z,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Male,D512,Investigations,Special Investigations / Auto Theft,Suspended,Suspended,SUSP BROKE TRUCK IGNITION IN ATTEMPT TO TAKE VEH,FALSE,NA,None,NA,NA,No,24110004,PC 31.07,NA,NA,NA,NA,UUMV,MOTOR VEHICLE THEFT,PROPERTY,240,A,Not Coded,2019-04-05T13:14:36Z,2470227.36508,7002497.87334,75220,DALLAS,TX,"9727 WEBB CHAPEL RD
DALLAS, TX 75220
(32.867633, -96.864815)"
2019,1,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,Apartment Complex/Building,Outdoor Area Public/Private,3124 S DENLEY DR,4246,722,SOUTH CENTRAL,D4,2019-12-24T00:00:00Z,2019,December,Tue,21:00:00,358,2019-12-25T00:00:00Z,2019,December,Wed,13:00:00,359,2019-12-25T14:11:00Z,2019-12-25T13:56:28Z,2019,December,Wed,13:56:00,359,2019-12-25T13:20:21Z,2019-12-25T13:20:21Z,2019-12-25T14:40:37Z,2019-12-25T13:42:01Z,Victim,Individual,Black,Non-Hispanic or Latino,Female,B752,Investigations,Special Investigations / Auto Theft,Suspended,Suspended,UNK SUSP TOOK COMP VEHICLE W/O CONSENT,FALSE,NA,None,NA,NA,No,24110003,PC 31.07,NA,NA,NA,NA,UUMV,MOTOR VEHICLE THEFT,PROPERTY,240,A,Not Coded,2021-03-05T07:03:34Z,2490268.25228,6944785.40453,75216,DALLAS,TX,"3124 S DENLEY DR
DALLAS, TX 75216
(32.708343, -96.803539)"
2016,1,"THEFT OF PROP > OR EQUAL $750 BUT <$2,500 (NOT SHOPLIFT)",Outdoor Area Public/Private,N/A,2856 LEE ST,1159,143,CENTRAL,D14,2016-05-27T00:00:00Z,2016,May,Fri,12:07:00,148,2016-06-02T00:00:00Z,2016,June,Thu,20:41:00,154,2016-06-14T11:58:00Z,2016-06-14T13:09:06Z,2016,June,Tue,13:09:00,166,2016-06-14T11:58:51Z,2016-06-14T11:58:34Z,2016-06-14T13:30:59Z,2016-06-14T12:46:38Z,Victim,Individual,Black,Non-Hispanic or Latino,Female,EX01,Investigations,Property Crime Division / CE Property Crimes,Suspended,Suspended,SUSP REMOVED PACKAGES FROM FRONT DOOR WITHOUT PERMISSION.,FALSE,NA,None,Other,No,No,23990003,PC 31.03(e)(3),OTHER THEFTS,THEFT,690,PART1,NA,NA,NA,NA,NA,NA,2016-06-22T12:46:49Z,2494590.50167394,6984442.01865168,75206,DALLAS,TX,"2856 LEE ST
DALLAS, TX 75206
(32.816747, -96.787498)"
2014,1,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,Apartment Parking Lot,N/A,4755 GRAMERCY OAKS DR,4403,614,NORTH CENTRAL,D12,2014-09-08T00:00:00Z,2014,September,Mon,19:00:00,251,2014-09-09T00:00:00Z,2014,September,Tue,15:00:00,252,2014-09-09T19:00:00Z,2014-09-09T18:52:50Z,2014,September,Tue,18:52:00,252,2014-09-09T15:49:45Z,2014-09-09T15:47:28Z,2014-09-09T19:24:01Z,2014-09-09T17:01:48Z,NA,NA,NA,NA,NA,E651,Investigations,Special Investigations / Auto Theft,Suspended,Suspended,NA,FALSE,NA,None,NA,No,No,24110003,PC 31.07,UUMV,AUTO THEFT - UUMV,710,PART1,NA,NA,NA,NA,NA,NA,2019-12-14T19:14:38Z,2482157.60560803,7055070.80751194,75287,DALLAS,TX,"4755 GRAMERCY OAKS DR
DALLAS, TX 75287
(33.010955, -96.824186)"
